Batch_Idx,Avg_Reward,Loss_Job,Loss_Mch,Val_Makespan,Time
449,-435.3487,0.1130,-0.0082,0.0000,10.39
450,-434.0594,0.1112,-0.0173,0.0000,11.01
451,-412.9120,0.0768,-0.0179,0.0000,9.89
452,-402.5354,0.0922,-0.0320,0.0000,10.96
453,-443.1724,0.1206,-0.0376,0.0000,11.19
454,-398.9961,0.1431,-0.0194,0.0000,10.53
455,-407.9244,0.0802,-0.0417,0.0000,10.80
456,-412.2245,0.0659,-0.0386,0.0000,10.82
457,-406.5185,0.1236,-0.0094,0.0000,10.90
458,-387.7832,0.1141,0.0019,0.0000,10.26
459,-408.1541,0.1351,0.0231,510.1696,10.42
460,-416.9497,0.0963,-0.0151,0.0000,60.89
461,-381.8029,0.0751,0.0020,0.0000,10.25
462,-428.9269,0.0741,0.0005,0.0000,10.42
463,-374.6279,0.0617,-0.0333,0.0000,10.66
464,-385.8544,0.0674,-0.0357,0.0000,11.24
465,-414.7213,0.1049,-0.0698,0.0000,10.72
466,-384.8057,0.0976,-0.0345,0.0000,10.51
467,-428.7496,0.0951,-0.0635,0.0000,10.99
468,-444.1626,0.0783,-0.0379,0.0000,10.47
469,-391.3135,0.0993,-0.0427,0.0000,10.32
470,-418.1526,0.1204,-0.0296,0.0000,10.76
471,-415.4042,0.0903,-0.0320,0.0000,9.89
472,-415.5982,0.1383,0.0263,0.0000,10.20
473,-450.3061,0.1371,-0.0326,0.0000,10.75
474,-380.5082,0.0778,-0.0435,0.0000,10.41
475,-398.7451,0.1860,-0.0372,0.0000,10.33
476,-353.1403,0.0957,-0.0433,0.0000,10.03
477,-397.0351,0.1157,-0.0384,0.0000,10.11
478,-368.6196,0.1243,-0.0342,0.0000,10.31
479,-361.1978,0.1565,-0.0246,386.0212,9.96
480,-403.7937,0.1267,-0.0213,0.0000,60.76
481,-371.3351,0.1180,-0.0292,0.0000,9.71
482,-380.5587,0.1164,-0.0523,0.0000,10.25
483,-361.5665,0.1031,-0.0371,0.0000,10.49
484,-384.4772,0.0647,-0.0281,0.0000,10.42
